X,state,date,fips,cases,deaths,isstayhome,counts,percent.change,log,percent.change.offset
9,Alabama,3/21/2020,1,131,0,0,26,-0.5,1.414973348,-0.063636364
10,Alabama,3/22/2020,1,157,0,0,39,-0.179487179,1.591064607,0.555555556
11,Alabama,3/23/2020,1,196,0,0,46,-2.130434783,1.662757832,-1.057692308
12,Alabama,3/24/2020,1,242,0,0,144,-0.055555556,2.158362492,-0.53271028
13,Alabama,3/25/2020,1,386,1,0,152,0.335526316,2.181843588,-0.615853659
14,Alabama,3/26/2020,1,538,3,0,101,0.198019802,2.004321374,0.633962264
15,Alabama,3/27/2020,1,639,4,0,81,-0.358024691,1.908485019,-1.144329897
16,Alabama,3/28/2020,1,720,4,0,110,-0.063636364,2.041392685,0.206730769
17,Alabama,3/29/2020,1,830,5,0,117,0.555555556,2.068185862,-0.163636364
18,Alabama,3/30/2020,1,947,11,0,52,-1.057692308,1.716003344,-0.567708333
19,Alabama,3/31/2020,1,999,13,0,107,-0.53271028,2.029383778,-0.129568106
20,Alabama,4/1/2020,1,1106,28,0,164,-0.615853659,2.214843848,0.5
21,Alabama,4/2/2020,1,1270,32,0,265,0.633962264,2.423245874,-0.494117647
22,Alabama,4/3/2020,1,1535,38,0,97,-1.144329897,1.986771734,-0.263779528
23,Alabama,4/4/2020,1,1632,44,1,208,0.206730769,2.318063335,0.308411215
24,Alabama,4/5/2020,1,1840,45,1,165,-0.163636364,2.217483944,0.333333333
25,Alabama,4/6/2020,1,2005,53,1,192,-0.567708333,2.283301229,-0.945945946
26,Alabama,4/7/2020,1,2197,64,1,301,-0.129568106,2.478566496,0.434027778
27,Alabama,4/8/2020,1,2498,67,1,340,0.5,2.531478917,-0.030674847
28,Alabama,4/9/2020,1,2838,78,1,170,-0.494117647,2.230448921,0.101190476
29,Alabama,4/10/2020,1,3008,80,1,254,-0.263779528,2.404833717,-0.19205298
30,Alabama,4/11/2020,1,3262,93,1,321,0.308411215,2.506505032,0.027777778
31,Alabama,4/12/2020,1,3583,93,1,222,0.333333333,2.346352974,-0.422857143
32,Alabama,4/13/2020,1,3805,104,1,148,-0.945945946,2.170261715,-0.136546185
33,Alabama,4/14/2020,1,3953,114,1,288,0.434027778,2.459392488,0.215547703
34,Alabama,4/15/2020,1,4241,123,1,163,-0.030674847,2.212187604,0.126126126
35,Alabama,4/16/2020,1,4404,137,1,168,0.101190476,2.225309282,0.036082474
36,Alabama,4/17/2020,1,4572,151,1,151,-0.19205298,2.178976947,-0.112299465
37,Alabama,4/18/2020,1,4723,147,1,180,0.027777778,2.255272505,0.432692308
38,Alabama,4/19/2020,1,4903,160,1,175,-0.422857143,2.243038049,-0.788135593
39,Alabama,4/20/2020,1,5078,164,1,249,-0.136546185,2.396199347,0.170616114
40,Alabama,4/21/2020,1,5327,186,1,283,0.215547703,2.451786436,0.182857143
41,Alabama,4/22/2020,1,5610,201,1,222,0.126126126,2.346352974,-0.58041958
42,Alabama,4/23/2020,1,5832,197,1,194,0.036082474,2.28780173,-0.402654867
43,Alabama,4/24/2020,1,6026,209,1,187,-0.112299465,2.271841607,0.126182965
44,Alabama,4/25/2020,1,6213,213,1,208,0.432692308,2.318063335,0.19133574
45,Alabama,4/26/2020,1,6421,219,1,118,-0.788135593,2.071882007,-0.450892857
46,Alabama,4/27/2020,1,6539,228,1,211,0.170616114,2.324282455,0.218461538
47,Alabama,4/28/2020,1,6750,242,1,175,0.182857143,2.243038049,-0.397637795
48,Alabama,4/29/2020,1,6925,262,1,143,-0.58041958,2.155336037,0.045070423
49,Alabama,4/30/2020,1,7068,272,1,226,-0.402654867,2.354108439,0.16519174
50,Alabama,5/1/2020,1,7294,289,0,317,0.126182965,2.501059262,0.219081272
51,Alabama,5/2/2020,1,7611,288,0,277,0.19133574,2.442479769,-0.244343891
52,Alabama,5/3/2020,1,7888,290,0,224,-0.450892857,2.350248018,-0.090909091
53,Alabama,5/4/2020,1,8112,298,0,325,0.218461538,2.511883361,0.213333333
54,Alabama,5/5/2020,1,8437,315,0,254,-0.397637795,2.404833717,-0.699152542
55,Alabama,5/6/2020,1,8691,343,0,355,0.045070423,2.550228353,0.321695761
56,Alabama,5/7/2020,1,9046,369,0,339,0.16519174,2.530199698,-0.106617647
57,Alabama,5/8/2020,1,9385,383,0,283,0.219081272,2.451786436,0.677740864
58,Alabama,5/9/2020,1,9668,390,0,221,-0.244343891,2.344392274,-2.24742268
59,Alabama,5/10/2020,1,9889,393,0,275,-0.090909091,2.439332694,0.079365079
60,Alabama,5/11/2020,1,10164,403,0,300,0.213333333,2.477121255,-1.331034483
61,Alabama,5/12/2020,1,10464,435,0,236,-0.699152542,2.372912003,0.464497041
62,Alabama,5/13/2020,1,10700,450,0,401,0.321695761,2.603144373,0.29281768
63,Alabama,5/14/2020,1,11101,473,0,272,-0.106617647,2.434568904,-0.87109375
64,Alabama,5/15/2020,1,11373,483,0,301,0.677740864,2.478566496,0.313152401
65,Alabama,5/16/2020,1,11674,485,0,97,-2.24742268,1.986771734,-0.544072948
66,Alabama,5/17/2020,1,11771,488,0,315,0.079365079,2.498310554,-0.307086614
67,Alabama,5/18/2020,1,12086,489,0,290,-1.331034483,2.462397998,0.424698795
68,Alabama,5/19/2020,1,12376,504,0,676,0.464497041,2.829946696,-0.303664921
69,Alabama,5/20/2020,1,13052,522,0,362,0.29281768,2.558708571,-0.006024096
70,Alabama,5/21/2020,1,13414,529,0,256,-0.87109375,2.408239965,0.345309381
71,Alabama,5/22/2020,1,13670,541,0,479,0.313152401,2.680335513,-0.807926829
72,Alabama,5/23/2020,1,14149,549,0,329,-0.544072948,2.517195898,0.018549747
73,Alabama,5/24/2020,1,14478,551,0,508,-0.307086614,2.705863712,0.592783505
74,Alabama,5/25/2020,1,14986,566,0,664,0.424698795,2.822168079,0.662447257
75,Alabama,5/26/2020,1,15650,580,0,382,-0.303664921,2.582063363,-1.7625
76,Alabama,5/27/2020,1,16032,583,0,498,-0.006024096,2.697229343,-0.425339367
77,Alabama,5/28/2020,1,16530,591,0,501,0.345309381,2.699837726,-1.082539683
78,Alabama,5/29/2020,1,17031,610,0,328,-0.807926829,2.515873844,0.303353659
79,Alabama,5/30/2020,1,17359,618,0,593,0.018549747,2.773054693,0.070021882
80,Alabama,5/31/2020,1,17952,630,0,582,0.592783505,2.764922985,-0.169411765
81,Alabama,6/1/2020,1,18534,646,0,237,0.662447257,2.374748346,-0.14084507
82,Alabama,6/2/2020,1,18771,653,0,80,-1.7625,1.903089987,-0.509700176
83,Alabama,6/3/2020,1,18851,653,0,221,-0.425339367,2.344392274,-0.010514019
84,Alabama,6/4/2020,1,19072,653,0,315,-1.082539683,2.498310554,1
85,Alabama,6/5/2020,1,19387,676,0,656,0.303353659,2.816903839,
86,Alabama,6/6/2020,1,20043,689,0,457,0.070021882,2.6599162,
87,Alabama,6/7/2020,1,20500,692,0,425,-0.169411765,2.62838893,
88,Alabama,6/8/2020,1,20925,718,0,497,-0.14084507,2.696356389,
89,Alabama,6/9/2020,1,21422,729,0,567,-0.509700176,2.753583059,
90,Alabama,6/10/2020,1,21989,744,0,856,-0.010514019,2.932473765,
91,Alabama,6/11/2020,1,22845,755,0,865,1,2.937016107,
102,Alaska,3/21/2020,2,21,0,0,1,-13,0,0.583333333
103,Alaska,3/22/2020,2,22,0,0,14,0.571428571,1.146128036,-1.8
104,Alaska,3/23/2020,2,36,0,0,6,-1.833333333,0.77815125,0.285714286
105,Alaska,3/24/2020,2,42,0,0,17,0.411764706,1.230448921,0.7
106,Alaska,3/25/2020,2,59,0,0,10,-0.6,1,-2.333333333
107,Alaska,3/26/2020,2,69,0,0,16,-0.0625,1.204119983,-0.3
108,Alaska,3/27/2020,2,85,1,0,17,0.294117647,1.230448921,-0.076923077
109,Alaska,3/28/2020,2,102,1,1,12,0.583333333,1.079181246,0.571428571
110,Alaska,3/29/2020,2,114,1,1,5,-1.8,0.698970004,-2.666666667
111,Alaska,3/30/2020,2,119,2,1,14,0.285714286,1.146128036,0.409090909
112,Alaska,3/31/2020,2,133,2,1,10,0.7,1,0.307692308
113,Alaska,4/1/2020,2,143,2,1,3,-2.333333333,0.477121255,-0.222222222
114,Alaska,4/2/2020,2,146,2,1,10,-0.3,1,0
115,Alaska,4/3/2020,2,156,2,1,13,-0.076923077,1.113943352,-0.363636364
116,Alaska,4/4/2020,2,169,3,1,14,0.571428571,1.146128036,0.666666667
117,Alaska,4/5/2020,2,183,4,1,6,-2.666666667,0.77815125,-0.6
118,Alaska,4/6/2020,2,189,4,1,22,0.409090909,1.342422681,0
119,Alaska,4/7/2020,2,211,4,1,13,0.307692308,1.113943352,0.125
120,Alaska,4/8/2020,2,224,5,1,9,-0.222222222,0.954242509,-0.285714286
121,Alaska,4/9/2020,2,233,5,1,11,0,1.041392685,0.444444444
122,Alaska,4/10/2020,2,244,5,1,11,-0.363636364,1.041392685,0
123,Alaska,4/11/2020,2,255,6,1,15,0.666666667,1.176091259,0.6
124,Alaska,4/12/2020,2,270,6,1,5,-0.6,0.698970004,-3
125,Alaska,4/13/2020,2,275,6,1,8,0,0.903089987,0.25
126,Alaska,4/14/2020,2,283,7,1,8,0.125,0.903089987,0.666666667
127,Alaska,4/15/2020,2,291,7,1,7,-0.285714286,0.84509804,0
128,Alaska,4/16/2020,2,298,7,1,9,0.444444444,0.954242509,1
129,Alaska,4/17/2020,2,307,7,1,5,0,0.698970004,-1
130,Alaska,4/18/2020,2,312,7,1,5,0.6,0.698970004,-0.5
131,Alaska,4/19/2020,2,317,7,1,2,-3,0.301029996,0.333333333
132,Alaska,4/20/2020,2,319,7,1,8,0.25,0.903089987,1
133,Alaska,4/21/2020,2,327,7,1,6,0.666666667,0.77815125,0.888888889
134,Alaska,4/22/2020,2,333,7,0,2,0,0.301029996,-2
135,Alaska,4/23/2020,2,335,7,0,2,1,0.301029996,0.333333333
137,Alaska,4/25/2020,2,337,7,0,2,-1,0.301029996,0.5
138,Alaska,4/26/2020,2,339,7,0,4,-0.5,0.602059991,0
139,Alaska,4/27/2020,2,343,7,0,6,0.333333333,0.77815125,-2
140,Alaska,4/28/2020,2,349,7,0,4,1,0.602059991,0
142,Alaska,4/30/2020,2,353,7,0,9,0.888888889,0.954242509,0.666666667
143,Alaska,5/1/2020,2,362,7,0,1,-2,0,0
144,Alaska,5/2/2020,2,363,7,0,3,0.333333333,0.477121255,-1
145,Alaska,5/3/2020,2,366,7,0,2,0.5,0.301029996,-0.5
146,Alaska,5/4/2020,2,368,7,0,1,0,0,1
147,Alaska,5/5/2020,2,369,7,0,1,-2,0,0.75
148,Alaska,5/6/2020,2,370,8,0,3,0,0.477121255,-3
149,Alaska,5/7/2020,2,373,8,0,3,0.666666667,0.477121255,0
150,Alaska,5/8/2020,2,376,8,0,1,0,0,0.25
151,Alaska,5/9/2020,2,377,8,0,1,-1,0,1
152,Alaska,5/10/2020,2,378,8,0,2,-0.5,0.301029996,1
153,Alaska,5/11/2020,2,380,8,0,3,1,0.477121255,-1.5
155,Alaska,5/13/2020,2,383,8,0,4,0.75,0.602059991,1
156,Alaska,5/14/2020,2,387,8,0,1,-3,0,-0.333333333
157,Alaska,5/15/2020,2,388,8,0,4,0,0.602059991,0.75
158,Alaska,5/16/2020,2,392,8,0,4,0.25,0.602059991,-12
159,Alaska,5/17/2020,2,396,8,0,3,1,0.477121255,0.538461538
161,Alaska,5/19/2020,2,399,8,0,3,1,0.477121255,0.166666667
163,Alaska,5/21/2020,2,402,8,0,2,-1.5,0.301029996,-4.6
164,Alaska,5/22/2020,2,404,8,0,5,1,0.698970004,0.75
166,Alaska,5/24/2020,2,409,8,0,3,-0.333333333,0.477121255,-2
167,Alaska,5/25/2020,2,412,8,0,4,0.75,0.602059991,0.095238095
168,Alaska,5/26/2020,2,416,8,0,1,-12,0,-0.368421053
169,Alaska,5/27/2020,2,417,8,0,13,0.538461538,1.113943352,0.115384615
170,Alaska,5/28/2020,2,430,8,0,6,0.166666667,0.77815125,0.391304348
171,Alaska,5/29/2020,2,436,8,0,5,-4.6,0.698970004,0.357142857
172,Alaska,5/30/2020,2,441,8,0,28,0.75,1.447158031,-1.111111111
173,Alaska,5/31/2020,2,469,8,0,7,-2,0.84509804,0.315789474
174,Alaska,6/1/2020,2,476,8,0,21,0.095238095,1.322219295,-0.692307692
175,Alaska,6/2/2020,2,497,8,0,19,-0.368421053,1.278753601,-0.090909091
176,Alaska,6/3/2020,2,516,8,0,26,0.115384615,1.414973348,0.083333333
177,Alaska,6/4/2020,2,542,8,0,23,0.391304348,1.361727836,1
178,Alaska,6/5/2020,2,565,8,0,14,0.357142857,1.146128036,
179,Alaska,6/6/2020,2,579,8,0,9,-1.111111111,0.954242509,
180,Alaska,6/7/2020,2,588,8,0,19,0.315789474,1.278753601,
181,Alaska,6/8/2020,2,607,8,0,13,-0.692307692,1.113943352,
182,Alaska,6/9/2020,2,620,9,0,22,-0.090909091,1.342422681,
183,Alaska,6/10/2020,2,642,9,0,24,0.083333333,1.380211242,
184,Alaska,6/11/2020,2,666,9,0,22,1,1.342422681,
241,Arizona,3/21/2020,4,104,1,0,49,-0.653061224,1.69019608,-0.538461538
242,Arizona,3/22/2020,4,153,2,0,81,-0.135802469,1.908485019,0.4625
243,Arizona,3/23/2020,4,234,2,0,92,0.173913043,1.963787827,0.108527132
244,Arizona,3/24/2020,4,326,6,0,76,-0.394736842,1.880813592,-0.626086957
245,Arizona,3/25/2020,4,402,6,0,106,-0.481132075,2.025305865,0.096256684
246,Arizona,3/26/2020,4,508,8,0,157,0.312101911,2.195899652,-0.479289941
247,Arizona,3/27/2020,4,665,15,0,108,-0.444444444,2.033423755,0
248,Arizona,3/28/2020,4,773,15,0,156,-0.538461538,2.193124598,0.216
249,Arizona,3/29/2020,4,929,18,0,240,0.4625,2.380211242,0.43877551
250,Arizona,3/30/2020,4,1169,20,0,129,0.108527132,2.11058971,-0.372727273
251,Arizona,3/31/2020,4,1298,24,1,115,-0.626086957,2.06069784,-0.933774834
252,Arizona,4/1/2020,4,1413,29,1,187,0.096256684,2.271841607,0.678082192
253,Arizona,4/2/2020,4,1600,35,1,169,-0.479289941,2.227886705,-1.989361702
254,Arizona,4/3/2020,4,1769,41,1,250,0,2.397940009,0.480427046
255,Arizona,4/4/2020,4,2019,53,1,250,0.216,2.397940009,-0.116438356
256,Arizona,4/5/2020,4,2269,64,1,196,0.43877551,2.292256071,0.36196319
257,Arizona,4/6/2020,4,2465,67,1,110,-0.372727273,2.041392685,-0.5
258,Arizona,4/7/2020,4,2575,77,1,151,-0.933774834,2.178976947,-0.743589744
259,Arizona,4/8/2020,4,2726,80,1,292,0.678082192,2.465382851,-0.003676471
260,Arizona,4/9/2020,4,3018,89,1,94,-1.989361702,1.973127854,0.223443223
261,Arizona,4/10/2020,4,3112,97,1,281,0.480427046,2.44870632,0.009433962
262,Arizona,4/11/2020,4,3393,112,1,146,-0.116438356,2.164352856,0.357142857
263,Arizona,4/12/2020,4,3539,117,1,163,0.36196319,2.212187604,-0.385185185
264,Arizona,4/13/2020,4,3702,122,1,104,-0.5,2.017033339,-0.112299465
265,Arizona,4/14/2020,4,3806,131,1,156,-0.743589744,2.193124598,-0.490384615
266,Arizona,4/15/2020,4,3962,142,1,272,-0.003676471,2.434568904,0.109677419
267,Arizona,4/16/2020,4,4234,152,1,273,0.223443223,2.436162647,0.148550725
268,Arizona,4/17/2020,4,4507,174,1,212,0.009433962,2.326335861,-0.046808511
269,Arizona,4/18/2020,4,4719,181,1,210,0.357142857,2.322219295,0.227642276
270,Arizona,4/19/2020,4,4929,188,1,135,-0.385185185,2.130333768,-0.221052632
271,Arizona,4/20/2020,4,5064,191,1,187,-0.112299465,2.271841607,-0.094827586
272,Arizona,4/21/2020,4,5251,213,1,208,-0.490384615,2.318063335,-0.755905512
273,Arizona,4/22/2020,4,5459,236,1,310,0.109677419,2.491361694,0.295964126
274,Arizona,4/23/2020,4,5769,257,1,276,0.148550725,2.440909082,-0.280254777
275,Arizona,4/24/2020,4,6045,268,1,235,-0.046808511,2.371067862,0.313432836
276,Arizona,4/25/2020,4,6280,275,1,246,0.227642276,2.390935107,-0.010869565
277,Arizona,4/26/2020,4,6526,277,1,190,-0.221052632,2.278753601,-0.383512545
278,Arizona,4/27/2020,4,6716,277,1,232,-0.094827586,2.365487985,-0.041450777
279,Arizona,4/28/2020,4,6948,297,1,254,-0.755905512,2.404833717,0.407960199
280,Arizona,4/29/2020,4,7202,308,1,446,0.295964126,2.649334859,-1.441176471
281,Arizona,4/30/2020,4,7648,320,1,314,-0.280254777,2.496929648,0.253012048
282,Arizona,5/1/2020,4,7962,330,1,402,0.313432836,2.604226053,0.633640553
283,Arizona,5/2/2020,4,8364,353,1,276,-0.010869565,2.440909082,-0.641509434
284,Arizona,5/3/2020,4,8640,362,1,279,-0.383512545,2.445604203,-0.363984674
285,Arizona,5/4/2020,4,8919,362,1,386,-0.041450777,2.586587305,-0.235955056
286,Arizona,5/5/2020,4,9305,395,1,402,0.407960199,2.604226053,-0.131818182
287,Arizona,5/6/2020,4,9707,426,1,238,-1.441176471,2.376576957,0.006024096
288,Arizona,5/7/2020,4,9945,450,1,581,0.253012048,2.764176132,0.066666667
289,Arizona,5/8/2020,4,10526,517,1,434,0.633640553,2.63748973,0.337662338
290,Arizona,5/9/2020,4,10960,532,1,159,-0.641509434,2.201397124,0.238562092
291,Arizona,5/10/2020,4,11119,536,1,261,-0.363984674,2.416640507,-0.699570815
292,Arizona,5/11/2020,4,11380,542,1,356,-0.235955056,2.551449998,0.164141414
293,Arizona,5/12/2020,4,11736,562,1,440,-0.131818182,2.643452676,-0.262839879
294,Arizona,5/13/2020,4,12176,594,1,498,0.006024096,2.697229343,0.299043062
295,Arizona,5/14/2020,4,12674,624,1,495,0.066666667,2.694605199,-0.47440273
296,Arizona,5/15/2020,4,13169,651,1,462,0.337662338,2.664641976,0.30787037
297,Arizona,5/16/2020,4,13631,679,0,306,0.238562092,2.485721426,0.257525084
298,Arizona,5/17/2020,4,13937,680,0,233,-0.699570815,2.367355921,0
299,Arizona,5/18/2020,4,14170,686,0,396,0.164141414,2.597695186,-1.157657658
300,Arizona,5/19/2020,4,14566,704,0,331,-0.262839879,2.519827994,-0.045929019
301,Arizona,5/20/2020,4,14897,747,0,418,0.299043062,2.621176282,-0.401197605
302,Arizona,5/21/2020,4,15315,763,0,293,-0.47440273,2.46686762,-0.125356125
303,Arizona,5/22/2020,4,15608,775,0,432,0.30787037,2.635483747,0.137974684
304,Arizona,5/23/2020,4,16040,799,0,299,0.257525084,2.475671188,0.725403818
305,Arizona,5/24/2020,4,16339,800,0,222,0,2.346352974,-5.026737968
306,Arizona,5/25/2020,4,16561,806,0,222,-1.157657658,2.346352974,0.117125111
307,Arizona,5/26/2020,4,16783,807,0,479,-0.045929019,2.680335513,0.424120603
308,Arizona,5/27/2020,4,17262,831,0,501,-0.401197605,2.699837726,-1.706806283
309,Arizona,5/28/2020,4,17763,857,0,702,-0.125356125,2.846337112,0.259832366
310,Arizona,5/29/2020,4,18465,885,0,790,0.137974684,2.897627091,-0.225609756
311,Arizona,5/30/2020,4,19255,903,0,681,0.725403818,2.833147112,0.405117271
312,Arizona,5/31/2020,4,19936,906,0,187,-5.026737968,2.271841607,0.241338112
313,Arizona,6/1/2020,4,20123,918,0,1127,0.117125111,3.051923916,-1.496062992
314,Arizona,6/2/2020,4,21250,943,0,995,0.424120603,2.997823081,0.025867508
315,Arizona,6/3/2020,4,22245,983,0,573,-1.706806283,2.758154622,-0.063471503
316,Arizona,6/4/2020,4,22818,1000,0,1551,0.259832366,3.190611798,1
317,Arizona,6/5/2020,4,24369,1016,0,1148,-0.225609756,3.059941888,
318,Arizona,6/6/2020,4,25517,1046,0,1407,0.405117271,3.148294097,
319,Arizona,6/7/2020,4,26924,1048,0,837,0.241338112,2.922725458,
320,Arizona,6/8/2020,4,27761,1052,0,635,-1.496062992,2.802773725,
321,Arizona,6/9/2020,4,28396,1074,0,1585,0.025867508,3.200029267,
322,Arizona,6/10/2020,4,29981,1100,0,1544,-0.063471503,3.188647296,
323,Arizona,6/11/2020,4,31525,1130,0,1642,1,3.215373153,
335,Arkansas,3/21/2020,5,118,0,0,47,0.234042553,1.672097858,-0.475
336,Arkansas,3/22/2020,5,165,0,0,36,0.166666667,1.556302501,0.050847458
337,Arkansas,3/23/2020,5,201,0,0,30,-1.533333333,1.477121255,-0.071428571
338,Arkansas,3/24/2020,5,231,2,0,76,0.434210526,1.880813592,0.016666667
339,Arkansas,3/25/2020,5,307,2,0,43,0.186046512,1.633468456,0.06779661
340,Arkansas,3/26/2020,5,350,3,0,35,0.314285714,1.544068044,0.909090909
341,Arkansas,3/27/2020,5,385,3,0,24,-0.666666667,1.380211242,-21
342,Arkansas,3/28/2020,5,409,5,0,40,-0.475,1.602059991,0.327272727
343,Arkansas,3/29/2020,5,449,6,0,59,0.050847458,1.770852012,0.054054054
344,Arkansas,3/30/2020,5,508,7,0,56,-0.071428571,1.748188027,-0.142857143
345,Arkansas,3/31/2020,5,564,8,0,60,0.016666667,1.77815125,0.1375
346,Arkansas,4/1/2020,5,624,10,0,59,0.06779661,1.770852012,0.188405797
347,Arkansas,4/2/2020,5,683,12,0,55,0.909090909,1.740362689,0.535714286
348,Arkansas,4/3/2020,5,738,12,0,5,-21,0.698970004,-1
349,Arkansas,4/4/2020,5,743,14,0,110,0.327272727,2.041392685,-2.75
350,Arkansas,4/5/2020,5,853,16,0,74,0.054054054,1.86923172,0.882051282
351,Arkansas,4/6/2020,5,927,16,0,70,-0.142857143,1.84509804,-3.391304348
352,Arkansas,4/7/2020,5,997,18,0,80,0.1375,1.903089987,0.792079208
353,Arkansas,4/8/2020,5,1077,18,0,69,0.188405797,1.838849091,-2.571428571
354,Arkansas,4/9/2020,5,1146,21,0,56,0.535714286,1.748188027,-0.093333333
355,Arkansas,4/10/2020,5,1202,24,0,26,-1,1.414973348,0.951219512
356,Arkansas,4/11/2020,5,1228,25,0,52,-2.75,1.716003344,-46.5
357,Arkansas,4/12/2020,5,1280,27,0,195,0.882051282,2.290034611,-0.531578947
358,Arkansas,4/13/2020,5,1475,30,0,23,-3.391304348,1.361727836,0.553264605
359,Arkansas,4/14/2020,5,1498,32,0,101,0.792079208,2.004321374,-0.592307692
360,Arkansas,4/15/2020,5,1599,34,0,21,-2.571428571,1.322219295,-0.019323671
361,Arkansas,4/16/2020,5,1620,37,0,75,-0.093333333,1.875061263,0.530805687
362,Arkansas,4/17/2020,5,1695,37,0,82,0.951219512,1.913813852,0.070707071
363,Arkansas,4/18/2020,5,1777,38,0,4,-46.5,0.602059991,0.260869565
364,Arkansas,4/19/2020,5,1781,39,0,190,-0.531578947,2.278753601,0.147058824
365,Arkansas,4/20/2020,5,1971,42,0,291,0.553264605,2.463892989,-0.379310345
366,Arkansas,4/21/2020,5,2262,43,0,130,-0.592307692,2.113943352,0.075
367,Arkansas,4/22/2020,5,2392,44,0,207,-0.019323671,2.315970345,0.608108108
368,Arkansas,4/23/2020,5,2599,45,0,211,0.530805687,2.324282455,-1.137931034
369,Arkansas,4/24/2020,5,2810,47,0,99,0.070707071,1.995635195,0.048387097
370,Arkansas,4/25/2020,5,2909,48,0,92,0.260869565,1.963787827,0.355932203
371,Arkansas,4/26/2020,5,3001,50,0,68,0.147058824,1.832508913,-0.473684211
372,Arkansas,4/27/2020,5,3069,51,0,58,-0.379310345,1.763427994,-0.535714286
373,Arkansas,4/28/2020,5,3127,57,0,80,0.075,1.903089987,0.034883721
374,Arkansas,4/29/2020,5,3207,59,0,74,0.608108108,1.86923172,0.361445783
375,Arkansas,4/30/2020,5,3281,61,0,29,-1.137931034,1.462397998,1
376,Arkansas,5/1/2020,5,3310,64,0,62,0.048387097,1.792391689,0.883018868
377,Arkansas,5/2/2020,5,3372,72,0,59,0.355932203,1.770852012,-2.903225806
378,Arkansas,5/3/2020,5,3431,76,0,38,-0.473684211,1.579783597,0.404958678
379,Arkansas,5/4/2020,5,3469,80,0,56,-0.535714286,1.748188027,-0.805555556
380,Arkansas,5/5/2020,5,3525,83,0,86,0.034883721,1.934498451,0.253846154
381,Arkansas,5/6/2020,5,3611,87,0,83,0.361445783,1.919078092,-0.18556701
382,Arkansas,5/7/2020,5,3694,88,0,53,1,1.72427587,-0.573913043
384,Arkansas,5/9/2020,5,3747,88,0,265,0.883018868,2.423245874,0.701657459
385,Arkansas,5/10/2020,5,4012,91,0,31,-2.903225806,1.491361694,-1.037037037
386,Arkansas,5/11/2020,5,4043,94,0,121,0.404958678,2.08278537,0.272727273
387,Arkansas,5/12/2020,5,4164,95,0,72,-0.805555556,1.857332496,-4.6875
388,Arkansas,5/13/2020,5,4236,97,0,130,0.253846154,2.113943352,0.661538462
389,Arkansas,5/14/2020,5,4366,98,0,97,-0.18556701,1.986771734,-0.058441558
390,Arkansas,5/15/2020,5,4463,98,0,115,-0.573913043,2.06069784,0.098159509
391,Arkansas,5/16/2020,5,4578,98,0,181,0.701657459,2.257678575,0.272108844
392,Arkansas,5/17/2020,5,4759,98,0,54,-1.037037037,1.73239376,-0.411214953
393,Arkansas,5/18/2020,5,4813,100,0,110,0.272727273,2.041392685,0.357615894
394,Arkansas,5/19/2020,5,4923,102,0,80,-4.6875,1.903089987,-1.690721649
395,Arkansas,5/20/2020,5,5003,107,0,455,0.661538462,2.658011397,0.084291188
396,Arkansas,5/21/2020,5,5458,110,0,154,-0.058441558,2.187520721,0.012552301
397,Arkansas,5/22/2020,5,5612,113,0,163,0.098159509,2.212187604,-0.016949153
398,Arkansas,5/23/2020,5,5775,115,0,147,0.272108844,2.167317335,0.208333333
399,Arkansas,5/24/2020,5,5922,116,0,107,-0.411214953,2.029383778,-0.973684211
400,Arkansas,5/25/2020,5,6029,117,0,151,0.357615894,2.178976947,0.336
401,Arkansas,5/26/2020,5,6180,119,0,97,-1.690721649,1.986771734,-0.437751004
402,Arkansas,5/27/2020,5,6277,120,0,261,0.084291188,2.416640507,0.368715084
403,Arkansas,5/28/2020,5,6538,125,0,239,0.012552301,2.378397901,-0.991150442
404,Arkansas,5/29/2020,5,6777,132,0,236,-0.016949153,2.372912003,0.277777778
405,Arkansas,5/30/2020,5,7013,133,0,240,0.208333333,2.380211242,0.033846154
406,Arkansas,5/31/2020,5,7253,133,0,190,-0.973684211,2.278753601,-0.082802548
407,Arkansas,6/1/2020,5,7443,133,0,375,0.336,2.574031268,0.152941176
408,Arkansas,6/2/2020,5,7818,136,0,249,-0.437751004,2.396199347,-0.555555556
409,Arkansas,6/3/2020,5,8067,142,0,358,0.368715084,2.553883027,-0.631696429
410,Arkansas,6/4/2020,5,8425,151,0,226,-0.991150442,2.354108439,1
411,Arkansas,6/5/2020,5,8651,152,0,450,0.277777778,2.653212514,
412,Arkansas,6/6/2020,5,9101,154,0,325,0.033846154,2.511883361,
413,Arkansas,6/7/2020,5,9426,154,0,314,-0.082802548,2.496929648,
414,Arkansas,6/8/2020,5,9740,155,0,340,0.152941176,2.531478917,
415,Arkansas,6/9/2020,5,10080,161,0,288,-0.555555556,2.459392488,
416,Arkansas,6/10/2020,5,10368,165,0,448,-0.631696429,2.651278014,
417,Arkansas,6/11/2020,5,10816,171,0,731,1,2.863917377,
475,California,3/21/2020,6,1544,28,1,307,-0.267100977,2.487138375,-0.64764622
476,California,3/22/2020,6,1851,35,1,389,-0.038560411,2.589949601,-0.005194805
477,California,3/23/2020,6,2240,39,1,404,-0.334158416,2.606381365,-0.06287683
478,California,3/24/2020,6,2644,52,1,539,-0.627087199,2.731588765,-0.113452188
479,California,3/25/2020,6,3183,67,1,877,0.02622577,2.942999593,-0.00363901
480,California,3/26/2020,6,4060,82,1,854,0.237704918,2.931457871,0.110224801
